ID,WBS,Task Name,Duration (days),Start,Finish,Predecessors,Resource Names,Lump-Sum Cost (USD),Resource-Based Cost (USD),Cost1 (Resource-Based),Cost2 (Resource-Based)
1176,3.49.10,Zone 49 - tube welding & seal welding,14,2031-10-20,2031-11-02,,Welding Team,80000,72000,72000,72000
1177,3.49.11,Zone 49 - NDT & pressure testing,10,2031-11-04,2031-11-13,,QA Team,40000,36000,36000,36000
1178,3.49.12,Zone 49 - pipework & HVAC for tube segment,21,2031-11-19,2031-12-09,,MEP Contractor,90000,81000,81000,81000
1179,3.49.13,Zone 49 - install access hatches & maintenance walkways,10,2031-12-14,2031-12-23,,Steel Erector,30000,27000,27000,27000
1180,3.49.14,Zone 49 - local controller & sensors install,14,2031-12-24,2032-01-06,,Control Systems,50000,45000,45000,45000
1181,3.49.15,Zone 49 - cable tray & fiber install,10,2032-01-08,2032-01-17,,Telco Contractor,30000,27000,27000,27000
1182,3.49.16,Zone 49 - access road rehabilitation,7,2032-01-23,2032-01-29,,Civil Contractor,15000,13500,13500,13500
1183,3.50.1,Zone 50 - mobilize site compound,14,2031-06-09,2031-06-22,,Construction Contractor,50000,45000,45000,45000
1184,3.50.2,Zone 50 - establish access roads,21,2031-06-14,2031-07-04,,Civil Contractor,80000,72000,72000,72000
1185,3.50.3,Zone 50 - utility diversions & protections,28,2031-06-19,2031-07-16,,Utilities Contractor,100000,90000,90000,90000
1186,3.50.4,Zone 50 - pile layout & markout,7,2031-06-21,2031-06-27,,Survey Team,15000,13500,13500,13500
1187,3.50.5,Zone 50 - bore piles / drilled shafts (batch),30,2031-06-29,2031-07-28,,Pile Contractor,300000,270000,270000,270000
1188,3.50.6,Zone 50 - cap beams & pile caps,14,2031-07-29,2031-08-11,,Concrete Contractor,120000,108000,108000,108000
1189,3.50.7,Zone 50 - erect pylon segments 1-5,21,2031-08-18,2031-09-07,,Steel Erector,180000,162000,162000,162000
1190,3.50.8,Zone 50 - install tube supports & saddles,14,2031-09-12,2031-09-25,,Assembly Crew,90000,81000,81000,81000
1191,3.50.9,Zone 50 - tube section lift & place (10 sections),30,2031-09-27,2031-10-26,,Heavy Lift,250000,225000,225000,225000
1192,3.50.10,Zone 50 - tube welding & seal welding,14,2031-10-27,2031-11-09,,Welding Team,80000,72000,72000,72000
1193,3.50.11,Zone 50 - NDT & pressure testing,10,2031-11-11,2031-11-20,,QA Team,40000,36000,36000,36000
1194,3.50.12,Zone 50 - pipework & HVAC for tube segment,21,2031-11-26,2031-12-16,,MEP Contractor,90000,81000,81000,81000
1195,3.50.13,Zone 50 - install access hatches & maintenance walkways,10,2031-12-21,2031-12-30,,Steel Erector,30000,27000,27000,27000
1196,3.50.14,Zone 50 - local controller & sensors install,14,2031-12-31,2032-01-13,,Control Systems,50000,45000,45000,45000
1197,3.50.15,Zone 50 - cable tray & fiber install,10,2032-01-15,2032-01-24,,Telco Contractor,30000,27000,27000,27000
1198,3.50.16,Zone 50 - access road rehabilitation,7,2032-01-30,2032-02-05,,Civil Contractor,15000,13500,13500,13500
1199,3.51.1,Zone 51 - mobilize site compound,14,2031-06-16,2031-06-29,,Construction Contractor,50000,45000,45000,45000
1200,3.51.2,Zone 51 - establish access roads,21,2031-06-21,2031-07-11,,Civil Contractor,80000,72000,72000,72000
1201,3.51.3,Zone 51 - utility diversions & protections,28,2031-06-26,2031-07-23,,Utilities Contractor,100000,90000,90000,90000
1202,3.51.4,Zone 51 - pile layout & markout,7,2031-06-28,2031-07-04,,Survey Team,15000,13500,13500,13500
1203,3.51.5,Zone 51 - bore piles / drilled shafts (batch),30,2031-07-06,2031-08-04,,Pile Contractor,300000,270000,270000,270000
1204,3.51.6,Zone 51 - cap beams & pile caps,14,2031-08-05,2031-08-18,,Concrete Contractor,120000,108000,108000,108000
1205,3.51.7,Zone 51 - erect pylon segments 1-5,21,2031-08-25,2031-09-14,,Steel Erector,180000,162000,162000,162000
1206,3.51.8,Zone 51 - install tube supports & saddles,14,2031-09-19,2031-10-02,,Assembly Crew,90000,81000,81000,81000
1207,3.51.9,Zone 51 - tube section lift & place (10 sections),30,2031-10-04,2031-11-02,,Heavy Lift,250000,225000,225000,225000
1208,3.51.10,Zone 51 - tube welding & seal welding,14,2031-11-03,2031-11-16,,Welding Team,80000,72000,72000,72000
1209,3.51.11,Zone 51 - NDT & pressure testing,10,2031-11-18,2031-11-27,,QA Team,40000,36000,36000,36000
1210,3.51.12,Zone 51 - pipework & HVAC for tube segment,21,2031-12-03,2031-12-23,,MEP Contractor,90000,81000,81000,81000
1211,3.51.13,Zone 51 - install access hatches & maintenance walkways,10,2031-12-28,2032-01-06,,Steel Erector,30000,27000,27000,27000
1212,3.51.14,Zone 51 - local controller & sensors install,14,2032-01-07,2032-01-20,,Control Systems,50000,45000,45000,45000
1213,3.51.15,Zone 51 - cable tray & fiber install,10,2032-01-22,2032-01-31,,Telco Contractor,30000,27000,27000,27000
1214,3.51.16,Zone 51 - access road rehabilitation,7,2032-02-06,2032-02-12,,Civil Contractor,15000,13500,13500,13500
1215,3.52.1,Zone 52 - mobilize site compound,14,2031-06-23,2031-07-06,,Construction Contractor,50000,45000,45000,45000
1216,3.52.2,Zone 52 - establish access roads,21,2031-06-28,2031-07-18,,Civil Contractor,80000,72000,72000,72000
1217,3.52.3,Zone 52 - utility diversions & protections,28,2031-07-03,2031-07-30,,Utilities Contractor,100000,90000,90000,90000
1218,3.52.4,Zone 52 - pile layout & markout,7,2031-07-05,2031-07-11,,Survey Team,15000,13500,13500,13500
1219,3.52.5,Zone 52 - bore piles / drilled shafts (batch),30,2031-07-13,2031-08-11,,Pile Contractor,300000,270000,270000,270000
1220,3.52.6,Zone 52 - cap beams & pile caps,14,2031-08-12,2031-08-25,,Concrete Contractor,120000,108000,108000,108000
1221,3.52.7,Zone 52 - erect pylon segments 1-5,21,2031-09-01,2031-09-21,,Steel Erector,180000,162000,162000,162000
1222,3.52.8,Zone 52 - install tube supports & saddles,14,2031-09-26,2031-10-09,,Assembly Crew,90000,81000,81000,81000
1223,3.52.9,Zone 52 - tube section lift & place (10 sections),30,2031-10-11,2031-11-09,,Heavy Lift,250000,225000,225000,225000
1224,3.52.10,Zone 52 - tube welding & seal welding,14,2031-11-10,2031-11-23,,Welding Team,80000,72000,72000,72000
1225,3.52.11,Zone 52 - NDT & pressure testing,10,2031-11-25,2031-12-04,,QA Team,40000,36000,36000,36000
1226,3.52.12,Zone 52 - pipework & HVAC for tube segment,21,2031-12-10,2031-12-30,,MEP Contractor,90000,81000,81000,81000
1227,3.52.13,Zone 52 - install access hatches & maintenance walkways,10,2032-01-04,2032-01-13,,Steel Erector,30000,27000,27000,27000
1228,3.52.14,Zone 52 - local controller & sensors install,14,2032-01-14,2032-01-27,,Control Systems,50000,45000,45000,45000
1229,3.52.15,Zone 52 - cable tray & fiber install,10,2032-01-29,2032-02-07,,Telco Contractor,30000,27000,27000,27000
1230,3.52.16,Zone 52 - access road rehabilitation,7,2032-02-13,2032-02-19,,Civil Contractor,15000,13500,13500,13500
1231,3.53.1,Zone 53 - mobilize site compound,14,2031-06-30,2031-07-13,,Construction Contractor,50000,45000,45000,45000
1232,3.53.2,Zone 53 - establish access roads,21,2031-07-05,2031-07-25,,Civil Contractor,80000,72000,72000,72000
1233,3.53.3,Zone 53 - utility diversions & protections,28,2031-07-10,2031-08-06,,Utilities Contractor,100000,90000,90000,90000
1234,3.53.4,Zone 53 - pile layout & markout,7,2031-07-12,2031-07-18,,Survey Team,15000,13500,13500,13500
1235,3.53.5,Zone 53 - bore piles / drilled shafts (batch),30,2031-07-20,2031-08-18,,Pile Contractor,300000,270000,270000,270000
1236,3.53.6,Zone 53 - cap beams & pile caps,14,2031-08-19,2031-09-01,,Concrete Contractor,120000,108000,108000,108000
1237,3.53.7,Zone 53 - erect pylon segments 1-5,21,2031-09-08,2031-09-28,,Steel Erector,180000,162000,162000,162000
1238,3.53.8,Zone 53 - install tube supports & saddles,14,2031-10-03,2031-10-16,,Assembly Crew,90000,81000,81000,81000
1239,3.53.9,Zone 53 - tube section lift & place (10 sections),30,2031-10-18,2031-11-16,,Heavy Lift,250000,225000,225000,225000
1240,3.53.10,Zone 53 - tube welding & seal welding,14,2031-11-17,2031-11-30,,Welding Team,80000,72000,72000,72000
1241,3.53.11,Zone 53 - NDT & pressure testing,10,2031-12-02,2031-12-11,,QA Team,40000,36000,36000,36000
1242,3.53.12,Zone 53 - pipework & HVAC for tube segment,21,2031-12-17,2032-01-06,,MEP Contractor,90000,81000,81000,81000
1243,3.53.13,Zone 53 - install access hatches & maintenance walkways,10,2032-01-11,2032-01-20,,Steel Erector,30000,27000,27000,27000
1244,3.53.14,Zone 53 - local controller & sensors install,14,2032-01-21,2032-02-03,,Control Systems,50000,45000,45000,45000
1245,3.53.15,Zone 53 - cable tray & fiber install,10,2032-02-05,2032-02-14,,Telco Contractor,30000,27000,27000,27000
1246,3.53.16,Zone 53 - access road rehabilitation,7,2032-02-20,2032-02-26,,Civil Contractor,15000,13500,13500,13500
1247,3.54.1,Zone 54 - mobilize site compound,14,2031-07-07,2031-07-20,,Construction Contractor,50000,45000,45000,45000
1248,3.54.2,Zone 54 - establish access roads,21,2031-07-12,2031-08-01,,Civil Contractor,80000,72000,72000,72000
1249,3.54.3,Zone 54 - utility diversions & protections,28,2031-07-17,2031-08-13,,Utilities Contractor,100000,90000,90000,90000
1250,3.54.4,Zone 54 - pile layout & markout,7,2031-07-19,2031-07-25,,Survey Team,15000,13500,13500,13500
1251,3.54.5,Zone 54 - bore piles / drilled shafts (batch),30,2031-07-27,2031-08-25,,Pile Contractor,300000,270000,270000,270000
1252,3.54.6,Zone 54 - cap beams & pile caps,14,2031-08-26,2031-09-08,,Concrete Contractor,120000,108000,108000,108000
1253,3.54.7,Zone 54 - erect pylon segments 1-5,21,2031-09-15,2031-10-05,,Steel Erector,180000,162000,162000,162000
1254,3.54.8,Zone 54 - install tube supports & saddles,14,2031-10-10,2031-10-23,,Assembly Crew,90000,81000,81000,81000
1255,3.54.9,Zone 54 - tube section lift & place (10 sections),30,2031-10-25,2031-11-23,,Heavy Lift,250000,225000,225000,225000
1256,3.54.10,Zone 54 - tube welding & seal welding,14,2031-11-24,2031-12-07,,Welding Team,80000,72000,72000,72000
1257,3.54.11,Zone 54 - NDT & pressure testing,10,2031-12-09,2031-12-18,,QA Team,40000,36000,36000,36000
1258,3.54.12,Zone 54 - pipework & HVAC for tube segment,21,2031-12-24,2032-01-13,,MEP Contractor,90000,81000,81000,81000
1259,3.54.13,Zone 54 - install access hatches & maintenance walkways,10,2032-01-18,2032-01-27,,Steel Erector,30000,27000,27000,27000
1260,3.54.14,Zone 54 - local controller & sensors install,14,2032-01-28,2032-02-10,,Control Systems,50000,45000,45000,45000
1261,3.54.15,Zone 54 - cable tray & fiber install,10,2032-02-12,2032-02-21,,Telco Contractor,30000,27000,27000,27000
1262,3.54.16,Zone 54 - access road rehabilitation,7,2032-02-27,2032-03-04,,Civil Contractor,15000,13500,13500,13500
1263,3.55.1,Zone 55 - mobilize site compound,14,2031-07-14,2031-07-27,,Construction Contractor,50000,45000,45000,45000
1264,3.55.2,Zone 55 - establish access roads,21,2031-07-19,2031-08-08,,Civil Contractor,80000,72000,72000,72000
1265,3.55.3,Zone 55 - utility diversions & protections,28,2031-07-24,2031-08-20,,Utilities Contractor,100000,90000,90000,90000
1266,3.55.4,Zone 55 - pile layout & markout,7,2031-07-26,2031-08-01,,Survey Team,15000,13500,13500,13500
1267,3.55.5,Zone 55 - bore piles / drilled shafts (batch),30,2031-08-03,2031-09-01,,Pile Contractor,300000,270000,270000,270000
1268,3.55.6,Zone 55 - cap beams & pile caps,14,2031-09-02,2031-09-15,,Concrete Contractor,120000,108000,108000,108000
1269,3.55.7,Zone 55 - erect pylon segments 1-5,21,2031-09-22,2031-10-12,,Steel Erector,180000,162000,162000,162000
1270,3.55.8,Zone 55 - install tube supports & saddles,14,2031-10-17,2031-10-30,,Assembly Crew,90000,81000,81000,81000
1271,3.55.9,Zone 55 - tube section lift & place (10 sections),30,2031-11-01,2031-11-30,,Heavy Lift,250000,225000,225000,225000
1272,3.55.10,Zone 55 - tube welding & seal welding,14,2031-12-01,2031-12-14,,Welding Team,80000,72000,72000,72000
1273,3.55.11,Zone 55 - NDT & pressure testing,10,2031-12-16,2031-12-25,,QA Team,40000,36000,36000,36000
1274,3.55.12,Zone 55 - pipework & HVAC for tube segment,21,2031-12-31,2032-01-20,,MEP Contractor,90000,81000,81000,81000
1275,3.55.13,Zone 55 - install access hatches & maintenance walkways,10,2032-01-25,2032-02-03,,Steel Erector,30000,27000,27000,27000
1276,3.55.14,Zone 55 - local controller & sensors install,14,2032-02-04,2032-02-17,,Control Systems,50000,45000,45000,45000
1277,3.55.15,Zone 55 - cable tray & fiber install,10,2032-02-19,2032-02-28,,Telco Contractor,30000,27000,27000,27000
1278,3.55.16,Zone 55 - access road rehabilitation,7,2032-03-05,2032-03-11,,Civil Contractor,15000,13500,13500,13500
1279,3.56.1,Zone 56 - mobilize site compound,14,2031-07-21,2031-08-03,,Construction Contractor,50000,45000,45000,45000
1280,3.56.2,Zone 56 - establish access roads,21,2031-07-26,2031-08-15,,Civil Contractor,80000,72000,72000,72000
1281,3.56.3,Zone 56 - utility diversions & protections,28,2031-07-31,2031-08-27,,Utilities Contractor,100000,90000,90000,90000
1282,3.56.4,Zone 56 - pile layout & markout,7,2031-08-02,2031-08-08,,Survey Team,15000,13500,13500,13500
1283,3.56.5,Zone 56 - bore piles / drilled shafts (batch),30,2031-08-10,2031-09-08,,Pile Contractor,300000,270000,270000,270000
1284,3.56.6,Zone 56 - cap beams & pile caps,14,2031-09-09,2031-09-22,,Concrete Contractor,120000,108000,108000,108000
1285,3.56.7,Zone 56 - erect pylon segments 1-5,21,2031-09-29,2031-10-19,,Steel Erector,180000,162000,162000,162000
1286,3.56.8,Zone 56 - install tube supports & saddles,14,2031-10-24,2031-11-06,,Assembly Crew,90000,81000,81000,81000
1287,3.56.9,Zone 56 - tube section lift & place (10 sections),30,2031-11-08,2031-12-07,,Heavy Lift,250000,225000,225000,225000
1288,3.56.10,Zone 56 - tube welding & seal welding,14,2031-12-08,2031-12-21,,Welding Team,80000,72000,72000,72000
1289,3.56.11,Zone 56 - NDT & pressure testing,10,2031-12-23,2032-01-01,,QA Team,40000,36000,36000,36000
1290,3.56.12,Zone 56 - pipework & HVAC for tube segment,21,2032-01-07,2032-01-27,,MEP Contractor,90000,81000,81000,81000
1291,3.56.13,Zone 56 - install access hatches & maintenance walkways,10,2032-02-01,2032-02-10,,Steel Erector,30000,27000,27000,27000
1292,3.56.14,Zone 56 - local controller & sensors install,14,2032-02-11,2032-02-24,,Control Systems,50000,45000,45000,45000
1293,3.56.15,Zone 56 - cable tray & fiber install,10,2032-02-26,2032-03-06,,Telco Contractor,30000,27000,27000,27000
1294,3.56.16,Zone 56 - access road rehabilitation,7,2032-03-12,2032-03-18,,Civil Contractor,15000,13500,13500,13500
1295,3.57.1,Zone 57 - mobilize site compound,14,2031-07-28,2031-08-10,,Construction Contractor,50000,45000,45000,45000
1296,3.57.2,Zone 57 - establish access roads,21,2031-08-02,2031-08-22,,Civil Contractor,80000,72000,72000,72000
1297,3.57.3,Zone 57 - utility diversions & protections,28,2031-08-07,2031-09-03,,Utilities Contractor,100000,90000,90000,90000
1298,3.57.4,Zone 57 - pile layout & markout,7,2031-08-09,2031-08-15,,Survey Team,15000,13500,13500,13500
1299,3.57.5,Zone 57 - bore piles / drilled shafts (batch),30,2031-08-17,2031-09-15,,Pile Contractor,300000,270000,270000,270000
1300,3.57.6,Zone 57 - cap beams & pile caps,14,2031-09-16,2031-09-29,,Concrete Contractor,120000,108000,108000,108000
1301,3.57.7,Zone 57 - erect pylon segments 1-5,21,2031-10-06,2031-10-26,,Steel Erector,180000,162000,162000,162000
1302,3.57.8,Zone 57 - install tube supports & saddles,14,2031-10-31,2031-11-13,,Assembly Crew,90000,81000,81000,81000
1303,3.57.9,Zone 57 - tube section lift & place (10 sections),30,2031-11-15,2031-12-14,,Heavy Lift,250000,225000,225000,225000
1304,3.57.10,Zone 57 - tube welding & seal welding,14,2031-12-15,2031-12-28,,Welding Team,80000,72000,72000,72000
1305,3.57.11,Zone 57 - NDT & pressure testing,10,2031-12-30,2032-01-08,,QA Team,40000,36000,36000,36000
1306,3.57.12,Zone 57 - pipework & HVAC for tube segment,21,2032-01-14,2032-02-03,,MEP Contractor,90000,81000,81000,81000
1307,3.57.13,Zone 57 - install access hatches & maintenance walkways,10,2032-02-08,2032-02-17,,Steel Erector,30000,27000,27000,27000
1308,3.57.14,Zone 57 - local controller & sensors install,14,2032-02-18,2032-03-02,,Control Systems,50000,45000,45000,45000
1309,3.57.15,Zone 57 - cable tray & fiber install,10,2032-03-04,2032-03-13,,Telco Contractor,30000,27000,27000,27000
1310,3.57.16,Zone 57 - access road rehabilitation,7,2032-03-19,2032-03-25,,Civil Contractor,15000,13500,13500,13500
1311,3.58.1,Zone 58 - mobilize site compound,14,2031-08-04,2031-08-17,,Construction Contractor,50000,45000,45000,45000
1312,3.58.2,Zone 58 - establish access roads,21,2031-08-09,2031-08-29,,Civil Contractor,80000,72000,72000,72000
1313,3.58.3,Zone 58 - utility diversions & protections,28,2031-08-14,2031-09-10,,Utilities Contractor,100000,90000,90000,90000
1314,3.58.4,Zone 58 - pile layout & markout,7,2031-08-16,2031-08-22,,Survey Team,15000,13500,13500,13500
1315,3.58.5,Zone 58 - bore piles / drilled shafts (batch),30,2031-08-24,2031-09-22,,Pile Contractor,300000,270000,270000,270000
1316,3.58.6,Zone 58 - cap beams & pile caps,14,2031-09-23,2031-10-06,,Concrete Contractor,120000,108000,108000,108000
1317,3.58.7,Zone 58 - erect pylon segments 1-5,21,2031-10-13,2031-11-02,,Steel Erector,180000,162000,162000,162000
1318,3.58.8,Zone 58 - install tube supports & saddles,14,2031-11-07,2031-11-20,,Assembly Crew,90000,81000,81000,81000
1319,3.58.9,Zone 58 - tube section lift & place (10 sections),30,2031-11-22,2031-12-21,,Heavy Lift,250000,225000,225000,225000
1320,3.58.10,Zone 58 - tube welding & seal welding,14,2031-12-22,2032-01-04,,Welding Team,80000,72000,72000,72000
1321,3.58.11,Zone 58 - NDT & pressure testing,10,2032-01-06,2032-01-15,,QA Team,40000,36000,36000,36000
1322,3.58.12,Zone 58 - pipework & HVAC for tube segment,21,2032-01-21,2032-02-10,,MEP Contractor,90000,81000,81000,81000
1323,3.58.13,Zone 58 - install access hatches & maintenance walkways,10,2032-02-15,2032-02-24,,Steel Erector,30000,27000,27000,27000
1324,3.58.14,Zone 58 - local controller & sensors install,14,2032-02-25,2032-03-09,,Control Systems,50000,45000,45000,45000
1325,3.58.15,Zone 58 - cable tray & fiber install,10,2032-03-11,2032-03-20,,Telco Contractor,30000,27000,27000,27000
1326,3.58.16,Zone 58 - access road rehabilitation,7,2032-03-26,2032-04-01,,Civil Contractor,15000,13500,13500,13500
1327,3.59.1,Zone 59 - mobilize site compound,14,2031-08-11,2031-08-24,,Construction Contractor,50000,45000,45000,45000
1328,3.59.2,Zone 59 - establish access roads,21,2031-08-16,2031-09-05,,Civil Contractor,80000,72000,72000,72000
1329,3.59.3,Zone 59 - utility diversions & protections,28,2031-08-21,2031-09-17,,Utilities Contractor,100000,90000,90000,90000
1330,3.59.4,Zone 59 - pile layout & markout,7,2031-08-23,2031-08-29,,Survey Team,15000,13500,13500,13500
1331,3.59.5,Zone 59 - bore piles / drilled shafts (batch),30,2031-08-31,2031-09-29,,Pile Contractor,300000,270000,270000,270000
1332,3.59.6,Zone 59 - cap beams & pile caps,14,2031-09-30,2031-10-13,,Concrete Contractor,120000,108000,108000,108000
1333,3.59.7,Zone 59 - erect pylon segments 1-5,21,2031-10-20,2031-11-09,,Steel Erector,180000,162000,162000,162000
1334,3.59.8,Zone 59 - install tube supports & saddles,14,2031-11-14,2031-11-27,,Assembly Crew,90000,81000,81000,81000
1335,3.59.9,Zone 59 - tube section lift & place (10 sections),30,2031-11-29,2031-12-28,,Heavy Lift,250000,225000,225000,225000
1336,3.59.10,Zone 59 - tube welding & seal welding,14,2031-12-29,2032-01-11,,Welding Team,80000,72000,72000,72000
1337,3.59.11,Zone 59 - NDT & pressure testing,10,2032-01-13,2032-01-22,,QA Team,40000,36000,36000,36000
1338,3.59.12,Zone 59 - pipework & HVAC for tube segment,21,2032-01-28,2032-02-17,,MEP Contractor,90000,81000,81000,81000
1339,3.59.13,Zone 59 - install access hatches & maintenance walkways,10,2032-02-22,2032-03-02,,Steel Erector,30000,27000,27000,27000
1340,3.59.14,Zone 59 - local controller & sensors install,14,2032-03-03,2032-03-16,,Control Systems,50000,45000,45000,45000
1341,3.59.15,Zone 59 - cable tray & fiber install,10,2032-03-18,2032-03-27,,Telco Contractor,30000,27000,27000,27000
1342,3.59.16,Zone 59 - access road rehabilitation,7,2032-04-02,2032-04-08,,Civil Contractor,15000,13500,13500,13500
1343,3.60.1,Zone 60 - mobilize site compound,14,2031-08-18,2031-08-31,,Construction Contractor,50000,45000,45000,45000
1344,3.60.2,Zone 60 - establish access roads,21,2031-08-23,2031-09-12,,Civil Contractor,80000,72000,72000,72000
1345,3.60.3,Zone 60 - utility diversions & protections,28,2031-08-28,2031-09-24,,Utilities Contractor,100000,90000,90000,90000
1346,3.60.4,Zone 60 - pile layout & markout,7,2031-08-30,2031-09-05,,Survey Team,15000,13500,13500,13500
1347,3.60.5,Zone 60 - bore piles / drilled shafts (batch),30,2031-09-07,2031-10-06,,Pile Contractor,300000,270000,270000,270000
1348,3.60.6,Zone 60 - cap beams & pile caps,14,2031-10-07,2031-10-20,,Concrete Contractor,120000,108000,108000,108000
1349,3.60.7,Zone 60 - erect pylon segments 1-5,21,2031-10-27,2031-11-16,,Steel Erector,180000,162000,162000,162000
1350,3.60.8,Zone 60 - install tube supports & saddles,14,2031-11-21,2031-12-04,,Assembly Crew,90000,81000,81000,81000
1351,3.60.9,Zone 60 - tube section lift & place (10 sections),30,2031-12-06,2032-01-04,,Heavy Lift,250000,225000,225000,225000
1352,3.60.10,Zone 60 - tube welding & seal welding,14,2032-01-05,2032-01-18,,Welding Team,80000,72000,72000,72000
1353,3.60.11,Zone 60 - NDT & pressure testing,10,2032-01-20,2032-01-29,,QA Team,40000,36000,36000,36000
1354,3.60.12,Zone 60 - pipework & HVAC for tube segment,21,2032-02-04,2032-02-24,,MEP Contractor,90000,81000,81000,81000
1355,3.60.13,Zone 60 - install access hatches & maintenance walkways,10,2032-02-29,2032-03-09,,Steel Erector,30000,27000,27000,27000
1356,3.60.14,Zone 60 - local controller & sensors install,14,2032-03-10,2032-03-23,,Control Systems,50000,45000,45000,45000
1357,3.60.15,Zone 60 - cable tray & fiber install,10,2032-03-25,2032-04-03,,Telco Contractor,30000,27000,27000,27000
1358,3.60.16,Zone 60 - access road rehabilitation,7,2032-04-09,2032-04-15,,Civil Contractor,15000,13500,13500,13500
1359,3.X1,Major portal & ramp construction - Port A,180,2030-07-11,2031-01-06,,Civil Contractor,5000000,4500000,4500000,4500000
1360,3.X2,Undersea short crossing - immersed tube design & install,540,2030-08-20,2032-02-10,,Marine Contractor,80000000,72000000,72000000,72000000
1361,3.X3,Mountain tunnel TBM drives - segment production,720,2030-10-09,2032-09-27,,TBM Contractor,120000000,110000000,110000000,110000000
1362,3.S1.1,Station 1 - site clearance,14,2030-07-01,2030-07-14,,Construction Contractor,50000,45000,45000,45000
1363,3.S1.2,Station 1 - piling & foundation,60,2030-07-08,2030-09-05,,Pile Contractor,400000,360000,360000,360000
1364,3.S1.3,Station 1 - structure frame,120,2030-09-09,2031-01-06,,Main Contractor,1500000,1350000,1350000,1350000
1365,3.S1.4,Station 1 - platform & docking systems,90,2031-01-17,2031-04-16,,Mechanical Contractor,600000,540000,540000,540000
1366,3.S1.5,Station 1 - airlock & pressure systems,90,2031-02-16,2031-05-16,,Vacuum Systems,400000,360000,360000,360000
1367,3.S1.6,Station 1 - MEP & BMS,120,2031-03-18,2031-07-15,,MEP Contractor,500000,450000,450000,450000
1368,3.S1.7,Station 1 - passenger flow & finishes,60,2031-07-16,2031-09-13,,Interior Contractor,200000,180000,180000,180000
1369,3.S1.8,Station 1 - testing & commissioning,30,2031-09-24,2031-10-23,,Commissioning Team,80000,72000,72000,72000
1370,3.S2.1,Station 2 - site clearance,14,2030-08-30,2030-09-12,,Construction Contractor,50000,45000,45000,45000
1371,3.S2.2,Station 2 - piling & foundation,60,2030-09-06,2030-11-04,,Pile Contractor,400000,360000,360000,360000
1372,3.S2.3,Station 2 - structure frame,120,2030-11-08,2031-03-07,,Main Contractor,1500000,1350000,1350000,1350000
1373,3.S2.4,Station 2 - platform & docking systems,90,2031-03-18,2031-06-15,,Mechanical Contractor,600000,540000,540000,540000
1374,3.S2.5,Station 2 - airlock & pressure systems,90,2031-04-17,2031-07-15,,Vacuum Systems,400000,360000,360000,360000
1375,3.S2.6,Station 2 - MEP & BMS,120,2031-05-17,2031-09-13,,MEP Contractor,500000,450000,450000,450000
1376,3.S2.7,Station 2 - passenger flow & finishes,60,2031-09-14,2031-11-12,,Interior Contractor,200000,180000,180000,180000
1377,3.S2.8,Station 2 - testing & commissioning,30,2031-11-23,2031-12-22,,Commissioning Team,80000,72000,72000,72000
1378,3.S3.1,Station 3 - site clearance,14,2030-10-29,2030-11-11,,Construction Contractor,50000,45000,45000,45000
1379,3.S3.2,Station 3 - piling & foundation,60,2030-11-05,2031-01-03,,Pile Contractor,400000,360000,360000,360000
1380,3.S3.3,Station 3 - structure frame,120,2031-01-07,2031-05-06,,Main Contractor,1500000,1350000,1350000,1350000
1381,3.S3.4,Station 3 - platform & docking systems,90,2031-05-17,2031-08-14,,Mechanical Contractor,600000,540000,540000,540000
1382,3.S3.5,Station 3 - airlock & pressure systems,90,2031-06-16,2031-09-13,,Vacuum Systems,400000,360000,360000,360000
1383,3.S3.6,Station 3 - MEP & BMS,120,2031-07-16,2031-11-12,,MEP Contractor,500000,450000,450000,450000
1384,3.S3.7,Station 3 - passenger flow & finishes,60,2031-11-13,2032-01-11,,Interior Contractor,200000,180000,180000,180000
1385,3.S3.8,Station 3 - testing & commissioning,30,2032-01-22,2032-02-20,,Commissioning Team,80000,72000,72000,72000
1386,3.S4.1,Station 4 - site clearance,14,2030-12-28,2031-01-10,,Construction Contractor,50000,45000,45000,45000
1387,3.S4.2,Station 4 - piling & foundation,60,2031-01-04,2031-03-04,,Pile Contractor,400000,360000,360000,360000
1388,3.S4.3,Station 4 - structure frame,120,2031-03-08,2031-07-05,,Main Contractor,1500000,1350000,1350000,1350000
1389,3.S4.4,Station 4 - platform & docking systems,90,2031-07-16,2031-10-13,,Mechanical Contractor,600000,540000,540000,540000
1390,3.S4.5,Station 4 - airlock & pressure systems,90,2031-08-15,2031-11-12,,Vacuum Systems,400000,360000,360000,360000
1391,3.S4.6,Station 4 - MEP & BMS,120,2031-09-14,2032-01-11,,MEP Contractor,500000,450000,450000,450000
1392,3.S4.7,Station 4 - passenger flow & finishes,60,2032-01-12,2032-03-11,,Interior Contractor,200000,180000,180000,180000
1393,3.S4.8,Station 4 - testing & commissioning,30,2032-03-22,2032-04-20,,Commissioning Team,80000,72000,72000,72000
1394,3.S5.1,Station 5 - site clearance,14,2031-02-26,2031-03-11,,Construction Contractor,50000,45000,45000,45000
1395,3.S5.2,Station 5 - piling & foundation,60,2031-03-05,2031-05-03,,Pile Contractor,400000,360000,360000,360000
1396,3.S5.3,Station 5 - structure frame,120,2031-05-07,2031-09-03,,Main Contractor,1500000,1350000,1350000,1350000
1397,3.S5.4,Station 5 - platform & docking systems,90,2031-09-14,2031-12-12,,Mechanical Contractor,600000,540000,540000,540000
